amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
26.77,13,1,gas_transport,0.121,0.182,22.8,1.48,2614,0,0,1,0
44.35,21,3,entertainment,0.025,0.041,14.4,1.15,1971,0,0,1,0
75.23,19,1,health_beauty,0.019,0.035,1.1,0.92,2356,0,0,1,0
22.8,20,3,clothing,0.137,0.261,19.5,1.07,3547,0,0,1,0
71.2,6,2,clothing,0.116,0.119,2.0,0.74,1313,0,0,1,0
37.44,6,1,grocery,0.095,0.264,4.4,0.49,1868,0,0,0,0
67.87,1,1,dining,0.237,0.124,5.6,0.64,1971,0,0,0,0
9.38,8,2,entertainment,0.156,0.077,43.9,1.02,1882,0,0,1,0
120.0,6,8,electronics,0.65,0.504,503.1,9.98,2,4,1,1,1
51.68,15,2,gas_transport,0.188,0.159,4.9,1.24,1045,0,0,1,0
63.26,13,2,gas_transport,0.332,0.04,0.5,0.64,3558,0,0,1,0
23.14,17,1,gas_transport,0.047,0.18,19.9,0.93,887,0,0,0,0
123.43,8,2,gas_transport,0.406,0.355,0.7,1.1,2928,0,0,1,0
43.57,20,3,electronics,0.145,0.123,1.2,0.35,2749,0,0,1,0
77.03,18,1,dining,0.216,0.039,16.4,1.05,971,0,0,1,0
83.18,9,1,dining,0.065,0.168,55.5,0.99,3161,0,0,1,0
8.85,16,1,electronics,0.063,0.318,6.6,1.14,3025,0,0,1,0
2680.88,6,4,electronics,0.848,0.889,322.2,1.8,27,3,1,1,1
28.09,11,2,grocery,0.121,0.494,4.5,1.18,950,0,0,0,0
43.13,9,1,gas_transport,0.129,0.106,18.9,1.02,3211,0,0,1,0
13.19,16,2,dining,0.06,0.138,0.8,0.73,2224,0,0,0,0
120.0,2,10,electronics,0.771,0.756,2869.5,11.26,83,2,0,0,1
18.29,8,2,electronics,0.116,0.352,2.3,0.84,1250,0,0,1,0
230.13,15,8,travel,0.697,0.459,1411.7,5.62,1,3,1,1,1
48.55,17,2,dining,0.02,0.191,4.5,1.12,2739,0,1,1,0
39.39,18,2,grocery,0.182,0.38,8.1,1.05,907,0,0,1,0
8.29,14,1,retail,0.021,0.075,4.8,0.82,1619,0,0,1,0
141.87,12,3,grocery,0.156,0.288,8.9,1.2,3525,0,0,0,0
14.97,14,3,gas_transport,0.101,0.01,25.0,0.84,760,0,0,1,0
70.56,9,1,grocery,0.166,0.114,51.1,1.19,3050,1,0,1,0
27.34,10,1,grocery,0.036,0.213,16.0,1.0,539,0,0,0,0
155.36,8,2,grocery,0.14,0.105,8.6,0.98,1024,1,1,0,0
28.49,18,2,grocery,0.125,0.135,61.8,0.95,1559,0,0,1,0
49.99,13,3,utilities,0.207,0.262,11.2,0.48,930,0,0,0,0
16.43,7,2,grocery,0.195,0.417,7.0,1.16,1299,0,0,0,0
64.32,20,2,grocery,0.01,0.332,2.1,0.83,3414,0,0,0,0
40.18,11,4,dining,0.045,0.091,14.4,1.28,2050,0,0,1,0
29.07,18,1,clothing,0.047,0.248,3.4,0.85,2510,0,0,0,0
9.91,16,4,dining,0.041,0.263,0.7,1.0,3226,0,0,0,0
87.21,14,1,health_beauty,0.172,0.139,11.7,1.22,420,0,0,0,0
24.74,10,1,grocery,0.078,0.246,0.4,0.99,1493,0,0,0,0
89.57,13,2,gas_transport,0.209,0.048,4.2,0.93,552,0,0,1,0
32.81,14,2,health_beauty,0.012,0.201,4.9,1.02,626,0,0,1,0
60.04,15,2,grocery,0.107,0.194,31.3,0.96,2749,0,0,0,0
33.52,9,1,gas_transport,0.124,0.026,2.2,1.2,2508,0,0,1,0
515.55,21,9,clothing,0.773,0.803,171.9,5.35,36,2,1,1,1
907.29,9,6,clothing,0.798,0.659,136.4,5.45,221,3,0,1,1
20.15,17,1,dining,0.152,0.387,12.1,0.83,3191,1,0,1,0
34.42,15,1,dining,0.368,0.033,16.7,1.05,458,2,0,1,0
71.07,7,1,clothing,0.038,0.232,34.2,0.94,3377,0,0,1,0
66.98,14,1,dining,0.129,0.091,2.3,1.1,685,0,0,1,0
76.98,12,4,travel,0.256,0.287,9.9,0.69,2519,0,0,1,0
331.85,8,9,entertainment,0.647,0.737,1387.8,11.22,295,3,0,1,1
51.04,8,1,travel,0.053,0.055,2.2,1.02,3576,0,0,1,0
12.27,21,4,clothing,0.114,0.13,1.2,0.98,1038,0,0,1,0
50.09,7,1,utilities,0.068,0.214,18.0,1.11,3489,0,0,1,0
47.52,19,3,dining,0.123,0.075,3.6,1.13,2808,0,0,0,0
102.35,13,1,gas_transport,0.105,0.27,11.3,1.01,1372,0,0,0,0
929.2,3,9,electronics,0.785,0.578,107.1,5.87,12,1,0,1,1
79.62,19,5,dining,0.05,0.322,11.0,1.12,2238,0,0,1,0
39.8,23,2,dining,0.086,0.288,0.9,0.91,575,1,0,0,0
120.0,4,8,electronics,0.786,0.771,219.1,3.81,16,3,0,1,1
8.12,14,3,utilities,0.019,0.108,3.7,1.16,558,0,0,1,0
13.41,15,1,travel,0.2,0.244,8.1,0.76,463,0,0,0,0
10.56,17,2,dining,0.044,0.078,29.2,1.47,3383,0,0,1,0
181.97,13,4,gas_transport,0.267,0.354,4.1,1.25,2183,0,0,1,0
50.95,15,2,clothing,0.103,0.285,5.6,1.26,2696,0,0,0,0
127.14,4,2,gas_transport,0.735,0.892,769.8,6.87,247,2,1,1,1
178.56,9,4,gas_transport,0.344,0.228,25.3,0.86,1688,0,0,1,0
253.05,14,2,retail,0.038,0.231,3.1,0.96,917,0,0,1,0
33.16,10,1,dining,0.056,0.328,23.5,1.28,796,0,0,0,0
43.44,14,2,gas_transport,0.02,0.5,1.2,0.62,344,0,0,1,0
32.58,16,1,grocery,0.159,0.208,10.5,1.41,3092,0,0,0,0
66.78,22,1,dining,0.012,0.3,8.8,0.94,2619,0,0,1,0
8.17,11,2,grocery,0.032,0.251,16.3,0.99,1552,0,0,1,0
16.33,11,1,grocery,0.198,0.015,12.5,1.19,2549,0,0,0,0
63.63,8,3,dining,0.248,0.294,0.7,0.78,1129,0,0,1,0
17.87,11,1,retail,0.043,0.19,16.7,0.93,1656,0,0,1,0
37.98,12,2,grocery,0.167,0.295,9.9,1.43,1054,0,0,1,0
32.89,15,2,electronics,0.15,0.114,12.6,0.97,2276,0,0,0,0
1282.85,4,9,travel,0.588,0.814,340.3,5.95,156,1,1,1,1
32.67,11,1,grocery,0.141,0.451,5.6,1.06,1161,0,1,1,0
92.85,8,1,grocery,0.019,0.111,2.0,1.16,2695,0,0,1,0
92.77,8,1,grocery,0.251,0.479,3.6,1.52,1951,0,0,0,0
58.25,12,1,grocery,0.055,0.169,14.9,1.06,693,0,0,1,0
116.93,8,1,grocery,0.035,0.297,17.7,0.91,680,0,1,1,0
10.82,5,2,dining,0.027,0.078,6.3,0.98,2661,0,0,1,0
78.83,10,1,utilities,0.011,0.112,15.5,1.26,3259,0,0,0,0
57.24,12,2,grocery,0.126,0.21,4.2,1.16,1020,0,0,0,0
71.75,11,3,electronics,0.102,0.02,12.9,0.8,1036,0,1,1,0
115.88,13,1,grocery,0.08,0.103,6.6,1.16,3455,0,0,1,0
120.0,5,9,clothing,0.799,0.379,1726.1,2.02,87,1,0,1,1
85.13,12,2,gas_transport,0.179,0.116,3.1,1.21,3262,0,1,0,0
120.0,22,7,electronics,0.721,0.963,248.5,1.8,53,3,0,1,1
150.25,14,1,utilities,0.111,0.186,8.7,1.25,2900,0,0,1,0
24.54,14,1,utilities,0.013,0.494,32.2,0.87,2834,0,0,0,0
99.33,16,3,electronics,0.088,0.305,5.3,1.26,3463,0,0,0,0
27.76,12,3,utilities,0.079,0.108,1.8,1.1,1905,0,0,0,0
28.99,9,4,clothing,0.061,0.316,4.5,0.78,3481,0,0,1,0
79.49,9,1,dining,0.107,0.07,1.9,1.52,3489,0,0,1,0
93.54,10,1,dining,0.013,0.27,3.2,0.97,614,0,0,0,0
61.96,18,4,retail,0.087,0.064,44.3,1.2,1416,0,0,1,0
23.51,14,2,grocery,0.101,0.238,2.2,1.14,1860,0,0,0,0
90.19,13,1,entertainment,0.035,0.245,12.1,1.09,1786,0,0,0,0
76.57,19,6,dining,0.206,0.068,4.9,1.1,1653,0,0,0,0
18.47,22,1,grocery,0.025,0.042,24.5,1.1,935,0,0,1,0
19.87,7,1,dining,0.017,0.472,6.9,0.98,826,0,0,1,0
9.01,20,3,clothing,0.025,0.017,7.7,1.29,1021,0,0,0,0
11.54,16,1,grocery,0.293,0.14,9.9,1.25,1552,0,0,1,0
12.87,9,1,health_beauty,0.231,0.197,0.7,1.34,2803,0,0,0,0
67.53,12,1,dining,0.01,0.199,7.8,1.21,2603,0,0,1,0
12.36,5,2,health_beauty,0.155,0.174,31.4,1.08,1301,1,0,1,0
61.56,10,1,dining,0.291,0.125,12.3,0.89,1179,0,0,0,0
62.57,12,3,grocery,0.066,0.178,6.5,0.87,809,0,0,1,0
72.83,20,2,electronics,0.147,0.377,25.7,1.26,371,0,1,1,0
160.56,20,1,dining,0.164,0.153,0.2,1.18,2929,0,0,0,0
120.0,18,11,travel,0.4,0.501,936.4,7.88,88,0,1,1,1
83.78,9,1,dining,0.204,0.065,27.1,0.72,2124,0,0,0,0
79.59,6,2,clothing,0.072,0.373,3.3,0.97,370,0,0,0,0
42.92,1,2,retail,0.084,0.15,0.6,1.09,3310,0,0,1,0
119.51,13,2,gas_transport,0.127,0.02,13.9,0.87,985,0,0,0,0
94.52,16,3,gas_transport,0.077,0.029,3.7,0.78,1233,0,0,0,0
77.96,16,1,grocery,0.016,0.098,1.5,1.11,2092,0,0,1,0
70.65,10,2,electronics,0.065,0.167,9.9,0.71,3132,0,0,1,0
912.69,20,6,travel,0.4,0.643,1372.3,6.01,137,0,1,0,1
19.07,9,1,dining,0.103,0.254,7.6,0.93,1294,0,1,0,0
20.28,12,1,travel,0.081,0.162,26.7,0.36,1475,0,0,0,0
47.53,16,3,dining,0.084,0.042,70.2,1.29,1330,0,0,1,0
36.66,16,1,health_beauty,0.15,0.212,8.7,1.24,307,0,1,1,0
38.94,13,3,travel,0.19,0.02,0.7,0.72,1227,0,0,0,0
60.2,14,2,clothing,0.421,0.288,28.5,1.02,1475,0,1,0,0
77.43,13,5,grocery,0.052,0.267,5.5,1.41,2600,0,1,0,0
136.02,15,6,entertainment,0.08,0.135,21.4,0.75,2496,0,0,1,0
36.23,14,1,electronics,0.12,0.299,2.6,1.23,3354,0,0,1,0
284.19,8,3,gas_transport,0.032,0.091,7.9,1.14,412,0,0,1,0
111.81,6,2,retail,0.139,0.361,4.0,1.09,2232,0,1,1,0
71.3,18,1,retail,0.049,0.128,1.2,1.31,2683,0,0,1,0
42.07,18,2,grocery,0.074,0.01,7.2,1.11,3065,0,0,1,0
352.95,11,13,electronics,0.903,0.62,54.3,5.95,172,3,1,1,1
15.52,9,1,electronics,0.026,0.09,3.4,0.78,3155,0,1,1,0
26.19,22,2,electronics,0.036,0.217,36.7,0.88,1035,2,0,1,0
19.2,7,1,gas_transport,0.137,0.086,7.8,1.11,1234,2,0,1,0
27.79,14,4,dining,0.118,0.087,8.0,1.06,2973,0,0,0,0
40.55,13,4,dining,0.222,0.11,31.9,1.15,1326,0,0,0,0
29.14,6,2,dining,0.416,0.031,5.8,0.55,639,0,0,1,0
16.11,7,1,clothing,0.034,0.15,4.9,0.36,2958,0,0,1,0
64.42,15,5,gas_transport,0.174,0.121,3.6,0.8,3118,0,0,0,0
7.71,9,1,entertainment,0.249,0.22,1.1,1.23,3504,0,0,1,0
34.8,20,1,entertainment,0.097,0.09,56.2,0.97,556,0,1,1,0
105.72,14,1,electronics,0.307,0.089,8.9,0.81,2730,0,0,1,0
18.67,8,1,electronics,0.178,0.41,1.0,1.4,298,0,0,0,0
32.92,17,1,dining,0.13,0.224,4.1,0.56,1068,0,0,1,0
82.81,23,1,grocery,0.262,0.108,2.7,1.03,760,0,0,1,0
256.87,19,3,grocery,0.156,0.127,2.2,1.35,2026,0,0,0,0
43.92,16,2,gas_transport,0.272,0.5,4.0,0.72,1635,0,0,0,0
40.34,17,1,gas_transport,0.045,0.352,5.8,1.15,1776,0,0,1,0
123.93,8,1,dining,0.081,0.294,41.7,0.55,1640,0,0,1,0
9.16,13,1,dining,0.112,0.046,16.1,0.96,495,0,0,1,0
61.99,6,1,entertainment,0.01,0.118,9.2,1.57,1809,0,1,0,0
541.8,15,6,clothing,0.77,0.694,1253.4,4.56,234,2,1,1,1
50.37,7,2,entertainment,0.375,0.086,34.0,0.94,2402,1,0,1,0
103.55,10,1,electronics,0.055,0.065,0.3,1.46,2641,0,0,0,0
10.63,10,1,retail,0.072,0.155,5.9,1.06,1137,0,0,0,0
10.29,10,1,gas_transport,0.113,0.192,9.8,1.06,352,0,0,1,0
22.61,2,1,electronics,0.17,0.073,4.1,0.74,2417,0,0,1,0
24.31,15,1,dining,0.096,0.287,16.3,1.4,2108,0,0,1,0
16.04,20,3,gas_transport,0.12,0.228,1.0,0.51,918,1,0,0,0
154.35,9,1,dining,0.253,0.103,1.3,0.55,1073,0,0,1,0
18.07,16,1,grocery,0.313,0.25,11.4,1.2,2361,0,0,1,0
28.72,15,1,grocery,0.056,0.181,15.9,1.06,3489,0,0,1,0
126.3,17,2,retail,0.318,0.133,0.1,0.58,2526,0,0,1,0
1592.07,2,5,electronics,0.691,0.757,63.0,3.64,37,1,1,1,1
136.0,7,1,grocery,0.217,0.259,2.5,0.97,1979,0,0,0,0
527.71,0,6,electronics,0.801,0.685,1864.1,7.09,100,1,1,1,1
214.17,22,4,travel,0.831,0.981,1472.6,6.79,102,3,0,1,1
50.45,17,1,grocery,0.06,0.01,17.3,0.6,766,0,0,0,0
25.38,12,1,electronics,0.033,0.126,5.2,0.88,982,0,0,1,0
69.1,7,1,dining,0.049,0.106,9.1,0.78,3298,1,0,1,0
41.51,10,1,gas_transport,0.45,0.155,1.9,0.57,214,0,0,0,0
29.06,6,2,grocery,0.159,0.107,1.5,1.0,1260,0,0,1,0
44.62,3,1,retail,0.012,0.5,6.9,0.91,1672,0,0,0,0
6.8,13,1,dining,0.104,0.224,0.3,1.42,1975,0,0,0,0
80.87,18,1,clothing,0.037,0.108,1.0,0.64,2447,0,0,1,0
78.82,13,1,health_beauty,0.242,0.133,4.3,1.04,3095,0,0,0,0
52.44,16,1,gas_transport,0.044,0.044,1.3,0.81,3405,0,0,0,0
22.6,5,3,clothing,0.234,0.225,24.5,0.96,3361,0,0,1,0
53.62,14,3,dining,0.013,0.482,5.1,1.37,2988,0,0,1,0
75.49,11,2,gas_transport,0.09,0.434,2.2,0.74,2068,0,0,1,0
51.2,14,1,retail,0.01,0.046,0.7,0.72,2317,0,1,0,0
80.42,15,3,entertainment,0.258,0.212,8.0,1.37,547,1,0,1,0
142.2,14,4,grocery,0.086,0.222,0.1,0.87,1931,0,0,0,0
11.01,20,1,grocery,0.019,0.118,13.5,0.72,2373,0,0,1,0
75.46,8,1,gas_transport,0.072,0.071,3.8,1.26,1451,0,0,1,0
65.57,17,1,gas_transport,0.346,0.101,2.1,0.74,2041,0,0,0,0
86.38,7,1,health_beauty,0.222,0.018,19.5,1.36,693,0,0,1,0
7.51,11,1,dining,0.062,0.041,4.1,0.83,856,0,0,0,0
24.1,20,7,grocery,0.331,0.158,16.8,0.96,2322,0,0,1,0
19.03,7,3,grocery,0.094,0.032,0.6,0.92,2274,0,0,1,0
23.82,16,1,utilities,0.209,0.052,7.9,0.84,3228,0,0,0,0
152.92,15,1,grocery,0.074,0.06,0.4,1.23,2985,0,0,1,0
22.48,10,1,utilities,0.286,0.114,5.3,1.18,2643,0,0,1,0
17.31,8,2,electronics,0.01,0.068,12.7,1.11,3528,0,0,0,0
20.08,14,1,gas_transport,0.17,0.16,18.2,0.83,1313,0,0,1,0
86.3,9,2,entertainment,0.063,0.278,1.8,1.04,279,0,0,0,0
30.27,9,1,entertainment,0.178,0.123,2.0,0.83,3454,0,0,1,0
29.22,6,1,grocery,0.014,0.3,14.6,0.97,3307,0,0,0,0
104.05,8,4,health_beauty,0.102,0.22,11.6,0.87,956,0,0,0,0
82.31,12,2,electronics,0.052,0.039,11.4,1.24,2590,0,1,1,0
161.41,9,1,dining,0.095,0.233,1.0,1.05,378,0,0,1,0
67.04,17,1,gas_transport,0.218,0.035,9.1,0.2,1490,0,0,1,0
62.68,7,1,dining,0.382,0.315,11.9,0.78,3435,0,1,0,0
95.03,15,1,entertainment,0.224,0.063,17.4,0.93,2729,0,0,1,0
30.77,15,2,utilities,0.032,0.047,8.9,0.2,2638,0,0,0,0
30.8,20,4,retail,0.256,0.244,13.6,1.05,2287,0,0,0,0
16.18,18,1,grocery,0.118,0.091,0.7,0.99,2147,0,0,0,0
41.32,13,5,utilities,0.076,0.405,1.2,0.2,683,0,0,0,0
15.85,15,1,health_beauty,0.081,0.018,5.1,0.6,2652,0,1,0,0
41.64,19,1,clothing,0.159,0.125,1.7,0.97,1626,0,0,0,0
77.1,10,1,grocery,0.046,0.057,6.5,1.52,1690,0,0,0,0
34.75,12,3,gas_transport,0.014,0.075,2.6,0.57,2603,0,0,0,0
160.12,10,1,gas_transport,0.072,0.153,6.0,0.96,1715,0,0,0,0
86.79,16,6,grocery,0.042,0.055,5.7,1.05,2187,0,0,1,0
21.76,10,1,grocery,0.205,0.104,0.6,0.77,477,0,0,1,0
58.06,20,1,gas_transport,0.072,0.215,28.3,0.92,1354,0,0,0,0
307.77,14,1,gas_transport,0.19,0.053,6.4,1.11,2596,0,0,0,0
70.84,14,3,grocery,0.104,0.264,2.2,0.49,1139,0,0,1,0
178.47,7,1,health_beauty,0.07,0.277,43.9,0.89,450,0,0,0,0
33.38,12,1,grocery,0.14,0.063,12.8,0.86,1074,0,1,0,0
27.89,6,3,retail,0.358,0.029,7.4,1.24,2764,0,0,0,0
56.44,14,6,dining,0.436,0.23,0.7,0.57,1774,1,0,0,0
16.87,8,3,grocery,0.313,0.084,14.2,1.26,1169,0,0,1,0
26.13,19,1,grocery,0.157,0.14,52.3,0.96,1044,0,0,1,0
47.21,5,5,utilities,0.085,0.373,5.2,1.29,1631,0,0,1,0
35.16,7,3,electronics,0.053,0.053,9.6,0.68,972,0,0,1,0
75.97,4,1,dining,0.01,0.09,1.6,0.77,880,0,0,1,0
2679.13,2,8,travel,0.823,0.623,560.7,6.25,187,2,1,1,1
21.59,22,4,grocery,0.092,0.098,2.6,0.78,1631,2,0,1,0
13.24,13,3,health_beauty,0.194,0.06,6.5,0.87,248,0,0,1,0
152.31,12,3,gas_transport,0.077,0.118,0.8,1.08,418,0,0,1,0
130.89,7,3,grocery,0.146,0.225,5.3,1.34,1721,0,0,1,0
131.2,10,2,electronics,0.088,0.421,40.6,0.5,1638,0,0,1,0
30.67,8,1,travel,0.045,0.076,0.6,1.4,313,0,0,1,0
67.53,19,2,retail,0.106,0.071,23.9,0.81,3074,0,0,1,0
54.39,12,3,dining,0.024,0.084,4.2,1.15,3120,0,0,0,0
66.52,14,1,grocery,0.074,0.097,8.0,1.03,1846,0,0,1,0
38.81,17,2,gas_transport,0.038,0.14,11.8,1.13,1524,0,0,1,0
48.98,21,3,electronics,0.365,0.181,20.4,1.46,2225,0,1,0,0
29.25,14,4,health_beauty,0.079,0.239,4.9,1.45,457,0,0,1,0
50.35,16,1,dining,0.14,0.306,5.3,0.87,2075,0,0,1,0
95.32,5,2,clothing,0.296,0.158,2.0,1.58,1464,0,0,0,0
21.19,16,1,entertainment,0.194,0.125,2.3,1.08,1148,1,0,1,0
55.97,2,1,grocery,0.016,0.346,20.0,0.89,2492,0,0,1,0
3541.88,3,11,electronics,0.759,0.748,252.2,3.96,53,2,1,1,1
45.86,7,1,gas_transport,0.07,0.031,23.3,1.41,2100,0,0,1,0
61.72,5,1,electronics,0.29,0.193,4.9,0.76,2947,0,0,1,0
136.93,16,3,dining,0.041,0.313,23.1,0.73,2380,0,0,1,0
79.09,9,5,grocery,0.056,0.058,4.5,0.7,371,0,0,1,0
333.37,13,2,health_beauty,0.1,0.125,17.2,0.86,1817,0,0,1,0
164.63,16,1,grocery,0.081,0.139,2.7,0.68,3189,0,0,1,0
26.51,15,3,clothing,0.038,0.457,9.2,0.79,1180,0,0,0,0
29.85,9,2,grocery,0.01,0.081,1.5,0.95,613,0,0,0,0
83.16,13,3,gas_transport,0.124,0.314,7.5,0.77,2075,0,0,1,0
120.18,12,2,clothing,0.109,0.05,3.9,1.13,2775,1,0,1,0
35.12,6,3,travel,0.092,0.11,10.8,1.69,883,0,0,0,0
1093.85,5,9,travel,0.937,0.657,1443.3,5.44,21,2,1,1,1
172.38,13,3,grocery,0.169,0.119,2.7,0.69,3335,0,0,0,0
32.0,17,2,grocery,0.179,0.14,1.5,1.31,3406,0,0,0,0
115.07,9,1,utilities,0.11,0.082,2.4,0.82,379,0,0,0,0
18.32,14,2,gas_transport,0.237,0.116,11.5,1.02,1940,0,0,0,0
16.04,11,1,gas_transport,0.32,0.218,0.2,0.89,2217,0,0,1,0
19.67,6,4,retail,0.18,0.247,22.4,1.48,3533,0,0,1,0
26.56,16,1,gas_transport,0.251,0.18,4.8,0.94,2659,0,0,1,0
17.76,10,1,grocery,0.095,0.059,22.9,0.9,1441,0,0,1,0
33.97,9,2,dining,0.063,0.056,9.4,1.55,985,0,0,1,0
232.87,1,10,travel,0.627,0.84,1764.0,6.34,20,2,0,1,1
193.65,13,2,grocery,0.159,0.253,3.0,1.27,593,0,0,1,0
14.49,15,2,grocery,0.152,0.126,22.2,1.21,2972,0,0,1,0
52.53,9,1,clothing,0.11,0.182,3.2,0.8,1006,0,0,1,0
44.17,18,4,grocery,0.114,0.074,0.4,0.7,2249,0,0,1,0
6.11,20,4,health_beauty,0.051,0.015,19.3,0.89,3389,0,0,0,0
90.76,2,2,health_beauty,0.047,0.116,23.0,1.03,855,0,0,0,0
18.12,14,2,dining,0.061,0.35,10.8,1.08,2694,0,0,1,0
115.71,17,1,health_beauty,0.185,0.253,35.3,0.89,689,0,0,0,0
32.34,16,2,grocery,0.01,0.114,11.8,1.05,379,0,0,1,0
3289.22,4,6,travel,0.962,0.535,531.4,7.18,97,3,0,1,1
22.0,18,2,dining,0.159,0.028,22.8,0.68,3504,0,0,1,0
23.13,0,4,utilities,0.052,0.329,5.9,1.1,3239,0,0,1,0
15.1,12,1,health_beauty,0.01,0.103,45.0,1.1,1103,0,1,0,0
7.73,4,2,retail,0.288,0.099,2.3,0.77,1267,0,0,0,0
148.82,19,6,health_beauty,0.28,0.322,26.1,1.0,1502,0,0,1,0
120.0,19,7,clothing,0.819,0.638,766.5,1.8,204,1,1,1,1
368.31,1,7,travel,0.535,0.845,36.0,3.98,1200,2,0,1,1
424.27,1,7,gas_transport,0.52,0.35,97.1,7.26,8,1,0,1,1
35.17,8,1,entertainment,0.025,0.138,13.6,0.76,2376,0,0,1,0
48.53,13,2,grocery,0.024,0.337,14.4,1.11,443,0,0,0,0
15.24,8,4,retail,0.22,0.054,6.8,0.83,1065,0,1,0,0
33.38,10,1,dining,0.027,0.026,14.1,0.48,2489,0,0,0,0
43.28,11,1,dining,0.115,0.217,20.5,1.09,2644,0,0,1,0
88.37,12,3,clothing,0.018,0.049,27.2,1.68,3596,0,0,1,0
51.62,10,2,gas_transport,0.188,0.036,19.1,0.88,3089,0,0,0,0
50.88,22,1,grocery,0.224,0.061,15.0,0.89,971,0,0,1,0
53.47,16,1,dining,0.196,0.184,15.9,1.04,3492,0,0,1,0
20.86,7,1,grocery,0.095,0.269,15.4,0.82,2386,0,0,0,0
19.35,11,1,grocery,0.03,0.069,6.5,0.89,2529,0,0,1,0
19.22,10,1,electronics,0.039,0.367,14.3,1.48,784,0,0,0,0
76.4,9,1,entertainment,0.103,0.058,15.8,1.01,3184,0,0,1,0
22.88,21,2,entertainment,0.035,0.045,8.5,0.77,908,0,0,0,0
52.1,17,1,dining,0.063,0.065,31.6,0.89,2344,0,0,0,0
103.76,8,1,dining,0.01,0.11,13.0,0.97,2173,0,0,1,0
8.95,14,2,retail,0.01,0.104,27.5,0.81,2172,0,0,1,0
13.76,16,2,grocery,0.09,0.054,3.3,1.11,3343,0,0,0,0
93.67,10,2,entertainment,0.173,0.145,15.7,1.21,3537,0,0,1,0
59.61,20,4,grocery,0.301,0.036,32.1,1.11,3204,0,1,0,0
57.89,15,2,gas_transport,0.01,0.241,0.2,0.99,2778,0,1,0,0
67.08,14,2,gas_transport,0.142,0.416,15.7,1.12,555,0,0,1,0
52.25,16,1,grocery,0.139,0.058,10.9,1.02,3110,2,0,0,0
110.72,3,3,travel,0.216,0.14,29.3,0.9,595,0,0,0,0
34.29,19,3,retail,0.45,0.163,7.2,0.73,623,0,0,1,0
43.25,8,1,grocery,0.017,0.081,1.2,0.78,237,0,0,0,0
17.24,17,2,entertainment,0.156,0.233,36.4,0.33,559,1,0,1,0
2062.16,3,7,electronics,0.99,0.521,382.6,4.61,31,2,0,1,1
26.35,16,2,dining,0.052,0.127,5.5,1.09,1971,0,0,1,0
196.07,19,4,gas_transport,0.049,0.123,30.6,1.32,1049,0,0,1,0
10.11,4,3,dining,0.086,0.163,5.4,0.85,3200,0,0,1,0
40.19,15,5,dining,0.05,0.044,8.2,1.12,1984,0,0,1,0
32.53,11,1,clothing,0.01,0.189,4.1,0.81,459,0,0,1,0
49.46,19,4,clothing,0.294,0.275,4.8,0.27,2099,0,0,1,0
24.2,13,1,dining,0.055,0.383,2.9,0.8,3423,0,0,1,0
79.22,13,1,dining,0.082,0.218,41.5,0.23,2516,0,0,0,0
28.17,7,3,dining,0.074,0.061,45.4,1.07,1725,0,0,1,0
123.91,14,2,entertainment,0.344,0.415,1.0,0.92,2479,0,0,1,0
40.01,8,3,travel,0.14,0.083,31.1,1.28,3202,0,0,0,0
114.56,19,1,entertainment,0.029,0.326,4.2,1.21,3243,0,0,0,0
389.06,5,15,clothing,0.545,0.809,17.0,5.25,235,3,0,0,1
120.0,2,4,health_beauty,0.4,0.912,658.6,5.2,25,2,1,0,1
164.47,6,2,dining,0.087,0.174,0.7,1.44,1422,0,0,1,0
139.48,12,1,travel,0.405,0.109,1.0,1.45,197,0,0,0,0
62.3,13,4,dining,0.031,0.206,1.4,0.24,2180,0,0,1,0
137.17,9,1,electronics,0.026,0.01,13.3,0.81,1773,0,0,1,0
116.1,0,1,entertainment,0.22,0.058,21.8,0.6,833,0,0,1,0
27.07,16,2,retail,0.068,0.094,38.5,1.19,958,0,0,0,0
262.02,1,2,grocery,0.364,0.39,9.3,0.98,3175,0,0,0,0
169.25,12,2,gas_transport,0.046,0.219,15.4,0.93,2776,0,0,0,0
15.61,14,1,dining,0.367,0.414,1.1,0.62,1600,0,0,0,0
40.45,16,3,health_beauty,0.124,0.43,1.3,1.02,866,0,0,1,0
27.74,22,1,grocery,0.069,0.182,28.3,1.24,1513,0,0,1,0
74.53,7,3,utilities,0.082,0.227,3.3,0.47,1956,0,0,1,0
37.83,19,2,grocery,0.08,0.067,2.6,1.13,718,0,0,0,0
69.05,12,1,dining,0.043,0.071,3.6,1.02,2254,0,0,1,0
39.4,17,4,gas_transport,0.025,0.155,16.1,0.83,2184,0,0,0,0
40.81,7,1,grocery,0.248,0.089,11.4,0.43,503,0,0,0,0
75.92,17,2,clothing,0.085,0.217,3.4,0.93,1971,0,0,1,0
15.64,9,2,grocery,0.251,0.034,12.6,1.24,1650,0,0,1,0
32.36,12,1,dining,0.053,0.361,7.3,0.73,1372,0,0,1,0
43.29,9,2,grocery,0.036,0.184,18.3,0.81,843,0,0,1,0
62.16,7,1,gas_transport,0.096,0.254,6.3,0.88,1487,0,0,0,0
70.56,6,4,gas_transport,0.262,0.179,7.7,0.65,1463,0,0,1,0
